"record_id","vin","stock_number","title","url","category","images","address","city","state","zip","country","seller_type","dealer_name","dealer_id","dealer_email","dealer_phone","dealer_website","dealer_fee","make","model","trim","body","mileage","year","currency","price","exterior_color","interior_color","interior_material","doors","cylinders","engine_size","drive_type","transmission","cpo","description","standard_features","optional_features","seller_comments","vehicle_condition","listing_time","expire_time"
"7782","2D8GV58295H182031","17099","","www.centralauto.com/vehicle.php?vid=7782","","http://images.autocitymag.com/60/7782/DSC_0676.JPG|http://images.autocitymag.com/60/7782/DSC_0676.JPG|http://images.autocitymag.com/60/7782/DSC_0677.JPG|http://images.autocitymag.com/60/7782/DSC_0678.JPG|http://images.autocitymag.com/60/7782/DSC_0679.JPG|http://images.autocitymag.com/60/7782/DSC_0680.JPG|http://images.autocitymag.com/60/7782/DSC_0681.JPG|http://images.autocitymag.com/60/7782/DSC_0682.JPG|http://images.autocitymag.com/60/7782/DSC_0683.JPG|http://images.autocitymag.com/60/7782/DSC_0684.JPG|http://images.autocitymag.com/60/7782/DSC_0685.JPG|http://images.autocitymag.com/60/7782/DSC_0686.JPG|http://images.autocitymag.com/60/7782/DSC_0687.JPG|http://images.autocitymag.com/60/7782/DSC_0688.JPG|http://images.autocitymag.com/60/7782/DSC_0689.JPG|http://images.autocitymag.com/60/7782/DSC_0690.JPG","2677 East College Avenue ","Decatur","GA","30030","USA","","Central Auto Sales","60","","(404) 377-2649","www.centralauto.com","","Dodge","Magnum","","Sedan","","2005","USD","","Black","Gray","","","","","Automatic Trans.","Automatic Trans.","","","","","","Used","2017-09-07-02:10:02","2017-10-07-02:10:02"
"7820","5NPEU46C59H438239","17150","","www.centralauto.com/vehicle.php?vid=7820","","http://images.autocitymag.com/60/7820/DSC_0894.JPG|http://images.autocitymag.com/60/7820/DSC_0894.JPG|http://images.autocitymag.com/60/7820/DSC_0895.JPG|http://images.autocitymag.com/60/7820/DSC_0896.JPG|http://images.autocitymag.com/60/7820/DSC_0897.JPG|http://images.autocitymag.com/60/7820/DSC_0898.JPG|http://images.autocitymag.com/60/7820/DSC_0899.JPG|http://images.autocitymag.com/60/7820/DSC_0900.JPG|http://images.autocitymag.com/60/7820/DSC_0901.JPG|http://images.autocitymag.com/60/7820/DSC_0902.JPG|http://images.autocitymag.com/60/7820/DSC_0904.JPG|http://images.autocitymag.com/60/7820/DSC_0905.JPG|http://images.autocitymag.com/60/7820/DSC_0906.JPG|http://images.autocitymag.com/60/7820/DSC_0907.JPG|http://images.autocitymag.com/60/7820/DSC_0908.JPG|http://images.autocitymag.com/60/7820/DSC_0909.JPG|http://images.autocitymag.com/60/7820/DSC_0912.JPG|http://images.autocitymag.com/60/7820/DSC_0913.JPG","2677 East College Avenue ","Decatur","GA","30030","USA","","Central Auto Sales","60","","(404) 377-2649","www.centralauto.com","","Hyundai","Sonata","","Sedan","","2009","USD","","Black","Black","","","","","Automatic Trans.","Automatic Trans.","","","","","","Used","2017-09-07-02:10:02","2017-10-07-02:10:02"
"7821","1GNEC13T26118801","17148","","www.centralauto.com/vehicle.php?vid=7821","","http://images.autocitymag.com/60/7821/DSC_0915.JPG|http://images.autocitymag.com/60/7821/DSC_0915.JPG|http://images.autocitymag.com/60/7821/DSC_0916.JPG|http://images.autocitymag.com/60/7821/DSC_0917.JPG|http://images.autocitymag.com/60/7821/DSC_0918.JPG|http://images.autocitymag.com/60/7821/DSC_0919.JPG|http://images.autocitymag.com/60/7821/DSC_0920.JPG|http://images.autocitymag.com/60/7821/DSC_0921.JPG|http://images.autocitymag.com/60/7821/DSC_0922.JPG|http://images.autocitymag.com/60/7821/DSC_0923.JPG|http://images.autocitymag.com/60/7821/DSC_0924.JPG|http://images.autocitymag.com/60/7821/DSC_0926.JPG|http://images.autocitymag.com/60/7821/DSC_0927.JPG|http://images.autocitymag.com/60/7821/DSC_0928.JPG|http://images.autocitymag.com/60/7821/DSC_0929.JPG|http://images.autocitymag.com/60/7821/DSC_0930.JPG|http://images.autocitymag.com/60/7821/DSC_0933.JPG","2677 East College Avenue ","Decatur","GA","30030","USA","","Central Auto Sales","60","","(404) 377-2649","www.centralauto.com","","Chevrolet","Tahoe","","SUV","","2006","USD","","Black","Gray","","","","","Automatic Trans.","Automatic Trans.","","","","","","Used","2017-09-07-02:10:02","2017-10-07-02:10:02"
"7822","1J4GX48S11C675020","17139","","www.centralauto.com/vehicle.php?vid=7822","","http://images.autocitymag.com/60/7822/DSC_0936.JPG|http://images.autocitymag.com/60/7822/DSC_0936.JPG|http://images.autocitymag.com/60/7822/DSC_0937.JPG|http://images.autocitymag.com/60/7822/DSC_0938.JPG|http://images.autocitymag.com/60/7822/DSC_0939.JPG|http://images.autocitymag.com/60/7822/DSC_0940.JPG|http://images.autocitymag.com/60/7822/DSC_0941.JPG|http://images.autocitymag.com/60/7822/DSC_0942.JPG|http://images.autocitymag.com/60/7822/DSC_0943.JPG|http://images.autocitymag.com/60/7822/DSC_0944.JPG|http://images.autocitymag.com/60/7822/DSC_0946.JPG|http://images.autocitymag.com/60/7822/DSC_0947.JPG|http://images.autocitymag.com/60/7822/DSC_0948.JPG|http://images.autocitymag.com/60/7822/DSC_0950.JPG","2677 East College Avenue ","Decatur","GA","30030","USA","","Central Auto Sales","60","","(404) 377-2649","www.centralauto.com","","Jeep","Cherokee","","SUV","112212","2001","USD","","White","Gray","","","","","Automatic Trans.","Automatic Trans.","","","","","","Used","2017-09-07-02:10:02","2017-10-07-02:10:02"
"7825","1GNEC13Z43J226738","17157","","www.centralauto.com/vehicle.php?vid=7825","","http://images.autocitymag.com/60/7825/DSC_0966.JPG|http://images.autocitymag.com/60/7825/DSC_0966.JPG|http://images.autocitymag.com/60/7825/DSC_0967.JPG|http://images.autocitymag.com/60/7825/DSC_0968.JPG|http://images.autocitymag.com/60/7825/DSC_0969.JPG|http://images.autocitymag.com/60/7825/DSC_0970.JPG|http://images.autocitymag.com/60/7825/DSC_0971.JPG|http://images.autocitymag.com/60/7825/DSC_0972.JPG|http://images.autocitymag.com/60/7825/DSC_0973.JPG|http://images.autocitymag.com/60/7825/DSC_0974.JPG|http://images.autocitymag.com/60/7825/DSC_0976.JPG|http://images.autocitymag.com/60/7825/DSC_0977.JPG|http://images.autocitymag.com/60/7825/DSC_0978.JPG|http://images.autocitymag.com/60/7825/DSC_0979.JPG|http://images.autocitymag.com/60/7825/DSC_0980.JPG|http://images.autocitymag.com/60/7825/DSC_0981.JPG|http://images.autocitymag.com/60/7825/DSC_0982.JPG|http://images.autocitymag.com/60/7825/DSC_0983.JPG|http://images.autocitymag.com/60/7825/DSC_0984.JPG|http://images.autocitymag.com/60/7825/DSC_0985.JPG","2677 East College Avenue ","Decatur","GA","30030","USA","","Central Auto Sales","60","","(404) 377-2649","www.centralauto.com","","Chevrolet","Tahoe","","SUV","","2003","USD","","White","Tan","","","","","Automatic Trans.","Automatic Trans.","","","","","","Used","2017-09-07-02:10:02","2017-10-07-02:10:02"
"7826","5NPDH4AE3BH008272","17155","","www.centralauto.com/vehicle.php?vid=7826","","http://images.autocitymag.com/60/7826/DSC_0987.JPG|http://images.autocitymag.com/60/7826/DSC_0987.JPG|http://images.autocitymag.com/60/7826/DSC_0988.JPG|http://images.autocitymag.com/60/7826/DSC_0989.JPG|http://images.autocitymag.com/60/7826/DSC_0990.JPG|http://images.autocitymag.com/60/7826/DSC_0991.JPG|http://images.autocitymag.com/60/7826/DSC_0992.JPG|http://images.autocitymag.com/60/7826/DSC_0995.JPG|http://images.autocitymag.com/60/7826/DSC_0996.JPG|http://images.autocitymag.com/60/7826/DSC_0997.JPG|http://images.autocitymag.com/60/7826/DSC_0998.JPG|http://images.autocitymag.com/60/7826/DSC_0999.JPG|http://images.autocitymag.com/60/7826/DSC_1000.JPG|http://images.autocitymag.com/60/7826/DSC_1001.JPG|http://images.autocitymag.com/60/7826/DSC_1002.JPG","2677 East College Avenue ","Decatur","GA","30030","USA","","Central Auto Sales","60","","(404) 377-2649","www.centralauto.com","","Hyundai","Elantra","","Sedan","","2011","USD","","Blue","Gray","","","","","Automatic Trans.","Automatic Trans.","","","","","","Used","2017-09-07-02:10:03","2017-10-07-02:10:03"
"7828","1G1ZK577484304138","17162","","www.centralauto.com/vehicle.php?vid=7828","","http://images.autocitymag.com/60/7828/DSC_1015.JPG|http://images.autocitymag.com/60/7828/DSC_1015.JPG|http://images.autocitymag.com/60/7828/DSC_1017.JPG|http://images.autocitymag.com/60/7828/DSC_1020.JPG|http://images.autocitymag.com/60/7828/DSC_1022.JPG|http://images.autocitymag.com/60/7828/DSC_1027.JPG|http://images.autocitymag.com/60/7828/DSC_1029.JPG|http://images.autocitymag.com/60/7828/DSC_1030.JPG|http://images.autocitymag.com/60/7828/DSC_1031.JPG|http://images.autocitymag.com/60/7828/DSC_1033.JPG|http://images.autocitymag.com/60/7828/DSC_1035.JPG|http://images.autocitymag.com/60/7828/DSC_1036.JPG|http://images.autocitymag.com/60/7828/DSC_1037.JPG|http://images.autocitymag.com/60/7828/DSC_1038.JPG|http://images.autocitymag.com/60/7828/DSC_1040.JPG","2677 East College Avenue ","Decatur","GA","30030","USA","","Central Auto Sales","60","","(404) 377-2649","www.centralauto.com","","Chevrolet","Malibu","","Sedan","","2008","USD","","Gray Dark","Brown","","","","","Automatic Trans.","Automatic Trans.","","","","","","Used","2017-09-07-02:10:03","2017-10-07-02:10:03"
"7829","KMHDU4AD2AU898802","17149","","www.centralauto.com/vehicle.php?vid=7829","","http://images.autocitymag.com/60/7829/DSC_1041.JPG|http://images.autocitymag.com/60/7829/DSC_1041.JPG|http://images.autocitymag.com/60/7829/DSC_1042.JPG|http://images.autocitymag.com/60/7829/DSC_1043.JPG|http://images.autocitymag.com/60/7829/DSC_1044.JPG|http://images.autocitymag.com/60/7829/DSC_1045.JPG|http://images.autocitymag.com/60/7829/DSC_1046.JPG|http://images.autocitymag.com/60/7829/DSC_1047.JPG|http://images.autocitymag.com/60/7829/DSC_1049.JPG|http://images.autocitymag.com/60/7829/DSC_1051.JPG|http://images.autocitymag.com/60/7829/DSC_1054.JPG|http://images.autocitymag.com/60/7829/DSC_1055.JPG|http://images.autocitymag.com/60/7829/DSC_1058.JPG|http://images.autocitymag.com/60/7829/DSC_1059.JPG","2677 East College Avenue ","Decatur","GA","30030","USA","","Central Auto Sales","60","","(404) 377-2649","www.centralauto.com","","Hyundai","Elantra","","Sedan","","2010","USD","","Gray Dark","Gray","","","","","Automatic Trans.","Automatic Trans.","","","","","","Used","2017-09-07-02:10:03","2017-10-07-02:10:03"
"7831","3GNCA23B39S544850","17132","","www.centralauto.com/vehicle.php?vid=7831","","http://images.autocitymag.com/60/7831/DSC_1077.JPG|http://images.autocitymag.com/60/7831/DSC_1077.JPG|http://images.autocitymag.com/60/7831/DSC_1078.JPG|http://images.autocitymag.com/60/7831/DSC_1079.JPG|http://images.autocitymag.com/60/7831/DSC_1080.JPG|http://images.autocitymag.com/60/7831/DSC_1081.JPG|http://images.autocitymag.com/60/7831/DSC_1082.JPG|http://images.autocitymag.com/60/7831/DSC_1083.JPG|http://images.autocitymag.com/60/7831/DSC_1084.JPG|http://images.autocitymag.com/60/7831/DSC_1086.JPG|http://images.autocitymag.com/60/7831/DSC_1087.JPG|http://images.autocitymag.com/60/7831/DSC_1088.JPG|http://images.autocitymag.com/60/7831/DSC_1089.JPG|http://images.autocitymag.com/60/7831/DSC_1090.JPG","2677 East College Avenue ","Decatur","GA","30030","USA","","Central Auto Sales","60","","(404) 377-2649","www.centralauto.com","","Chevrolet","HHR","","SUV","","2009","USD","","Gray","Gray","","","","","Automatic Trans.","Automatic Trans.","","","","","","Used","2017-09-07-02:10:03","2017-10-07-02:10:03"
"7832","KM8NU13C07U019152","17164","","www.centralauto.com/vehicle.php?vid=7832","","http://images.autocitymag.com/60/7832/DSC_1094.JPG|http://images.autocitymag.com/60/7832/DSC_1094.JPG|http://images.autocitymag.com/60/7832/DSC_1095.JPG|http://images.autocitymag.com/60/7832/DSC_1096.JPG|http://images.autocitymag.com/60/7832/DSC_1097.JPG|http://images.autocitymag.com/60/7832/DSC_1098.JPG|http://images.autocitymag.com/60/7832/DSC_1099.JPG|http://images.autocitymag.com/60/7832/DSC_1103.JPG|http://images.autocitymag.com/60/7832/DSC_1105.JPG|http://images.autocitymag.com/60/7832/DSC_1106.JPG|http://images.autocitymag.com/60/7832/DSC_1107.JPG|http://images.autocitymag.com/60/7832/DSC_1109.JPG|http://images.autocitymag.com/60/7832/DSC_1111.JPG|http://images.autocitymag.com/60/7832/DSC_1112.JPG|http://images.autocitymag.com/60/7832/DSC_1114.JPG|http://images.autocitymag.com/60/7832/DSC_1115.JPG|http://images.autocitymag.com/60/7832/DSC_1116.JPG|http://images.autocitymag.com/60/7832/DSC_1117.JPG|http://images.autocitymag.com/60/7832/DSC_1118.JPG|http://images.autocitymag.com/60/7832/DSC_1119.JPG|http://images.autocitymag.com/60/7832/DSC_1120.JPG|http://images.autocitymag.com/60/7832/DSC_1121.JPG|http://images.autocitymag.com/60/7832/DSC_1122.JPG","2677 East College Avenue ","Decatur","GA","30030","USA","","Central Auto Sales","60","","(404) 377-2649","www.centralauto.com","","Hyundai","Azera","","SUV","","2007","USD","","Beige","Brown","","","","","Automatic Trans.","Automatic Trans.","","","","","","Used","2017-09-07-02:10:03","2017-10-07-02:10:03"
